name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url
"Cheese, Chloe",Female,born 1952,1952,9999,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/chloe-cheese-896
"Chen, Zhen",Male,1955–2000,1955,2000,"Shanghai, Zhonghua","Paris, France",http://www.tate.org.uk/art/artists/chen-zhen-7298
"Chernysheva, Olga",Female,born 1962,1962,9999,"Moskva, Rossiya",Missing,http://www.tate.org.uk/art/artists/olga-chernysheva-15351
"Chéron, Louis",Male,1660–1725,1660,1725,Missing,Missing,http://www.tate.org.uk/art/artists/louis-cheron-94
"Cheston, Charles",Male,1882–1960,1882,1960,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/charles-cheston-897
"Cheston, Evelyn",Female,1875–1929,1875,1929,"Yorkshire, United Kingdom","Devon, United Kingdom",http://www.tate.org.uk/art/artists/evelyn-cheston-898
"Chetwynd, Spartacus",Female,born 1973,1973,9999,"Great Britain, United Kingdom",Missing,http://www.tate.org.uk/art/artists/spartacus-chetwynd-12108
"Chia, Sandro",Male,born 1946,1946,9999,"Firenze, Italia",Missing,http://www.tate.org.uk/art/artists/sandro-chia-899
"Chighine, Alfredo",Male,1914–1974,1914,1974,"Milano, Italia",Missing,http://www.tate.org.uk/art/artists/alfredo-chighine-900
"Chillida, Eduardo",Male,1924–2002,1924,2002,"San Sebastián, España",Missing,http://www.tate.org.uk/art/artists/eduardo-chillida-901
Chinese School 18th century,Missing,1700–1799,1700,1799,Missing,Missing,http://www.tate.org.uk/art/artists/chinese-school-18th-century-2743
"Chinnery, George",Male,1774–1852,1774,1852,"London, United Kingdom",Macau,http://www.tate.org.uk/art/artists/george-chinnery-92
"Chodzko, Adam",Male,born 1965,1965,9999,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/adam-chodzko-3151
"Choucair, Saloua Raouda",Female,born 1916,1916,9999,"Bayrut, Al-Lubnan",Missing,http://www.tate.org.uk/art/artists/saloua-raouda-choucair-14735
"Chowne, Gerard",Male,1875–1917,1875,1917,Bharat,Makedonija,http://www.tate.org.uk/art/artists/gerard-chowne-903
"Christie, John",Male,born 1945,1945,9999,Missing,Missing,http://www.tate.org.uk/art/artists/john-christie-904
Christo,Male,born 1935,1935,9999,"Gabrovo, Bulgaria",Missing,http://www.tate.org.uk/art/artists/christo-christo-javacheff-905
"Churchill, Sir Winston",Male,1874–1965,1874,1965,"Blenheim Palace, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-winston-churchill-907
"Churchyard, Thomas",Male,1798–1865,1798,1865,"Suffolk, United Kingdom",Woodbridge,http://www.tate.org.uk/art/artists/thomas-churchyard-93
"Ciardi, Emma",Female,1879–1933,1879,1933,"Venezia, Italia","Vicenza, Italia",http://www.tate.org.uk/art/artists/emma-ciardi-908
"Cidade, Marcelo",Male,born 1979,1979,9999,Missing,Missing,http://www.tate.org.uk/art/artists/marcelo-cidade-12556
"Cinicolo, Donato",Male,Missing,9999,9999,Missing,Missing,http://www.tate.org.uk/art/artists/donato-cinicolo-3086
"Cipriani, Giovanni Battista",Male,1727–1785,1727,1785,"Firenze, Italia","London, United Kingdom",http://www.tate.org.uk/art/artists/giovanni-battista-cipriani-2485
"City Racing (Matt Hale; Paul Noble, born 1963; John Burgess; Keith Coventry, born 1958; Peter Owen)",Male,established 1988,1988,9999,Missing,Missing,http://www.tate.org.uk/art/artists/city-racing-matt-hale-paul-noble-born-1963-john-burgess-keith-coventry-born-1958-peter-4599
"Ciuha, Joze",Male,born 1924,1924,9999,"Trbovlje, Slovenija",Missing,http://www.tate.org.uk/art/artists/joze-ciuha-909
"Clark, Joseph",Male,1834–1926,1834,1926,"Dorset, United Kingdom","Ramsgate, United Kingdom",http://www.tate.org.uk/art/artists/joseph-clark-95
"Clark, Judy",Female,born 1949,1949,9999,"Portsmouth, United Kingdom",Missing,http://www.tate.org.uk/art/artists/judy-clark-910
"Clark, Lygia",Female,1920–1988,1920,1988,"Belo Horizonte, Brasil","Rio de Janeiro, Brasil",http://www.tate.org.uk/art/artists/lygia-clark-7714
"Clarke Hall, Lady Edna",Female,1879–1979,1879,1979,"Shipborne, United Kingdom",Missing,http://www.tate.org.uk/art/artists/lady-edna-clarke-hall-914
"Clarke, Brian",Male,born 1953,1953,9999,"Oldham, United Kingdom",Missing,http://www.tate.org.uk/art/artists/brian-clarke-911
"Clarke, Geoffrey",Male,born 1924,1924,9999,"Derbyshire, United Kingdom",Missing,http://www.tate.org.uk/art/artists/geoffrey-clarke-912
"Clarke, Graham",Male,born 1941,1941,9999,United Kingdom,Missing,http://www.tate.org.uk/art/artists/graham-clarke-913
"Clatworthy, Robert",Male,born 1928,1928,9999,"Bridgwater, United Kingdom",Missing,http://www.tate.org.uk/art/artists/robert-clatworthy-915
"Clausen, Sir George",Male,1852–1944,1852,1944,"London, United Kingdom","Newbury, United Kingdom",http://www.tate.org.uk/art/artists/sir-george-clausen-96
"Clavé, Antoni",Male,1913 – 2005,1913,2005,"Barcelona, España","Saint-Tropez, France",http://www.tate.org.uk/art/artists/antoni-clave-916
"Claydon, Steven",Male,born 1969,1969,9999,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/steven-claydon-9805
"Cleijne, Edgar",Male,born 1963,1963,9999,"Eindhoven, Nederland",Missing,http://www.tate.org.uk/art/artists/edgar-cleijne-10518
"Clemente, Francesco",Male,born 1952,1952,9999,"Napoli, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/francesco-clemente-917
"Clemente, Jack",Male,1926–1974,1926,1974,"Novara, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/jack-clemente-918
"Clennell, Luke",Male,1781–1840,1781,1840,"Morpeth, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/luke-clennell-2230
"Cleyn, Francis",Male,c.1582–1658,1582,1658,"Rostock, Deutschland","London, United Kingdom",http://www.tate.org.uk/art/artists/francis-cleyn-2261
"Clint, Alfred",Male,1807–1883,1807,1883,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/alfred-clint-97
"Clint, George",Male,1770–1854,1770,1854,"London, United Kingdom",Kensington,http://www.tate.org.uk/art/artists/george-clint-98
"Clinton, Margery",Female,1931–2005,1931,2005,Missing,"Dunbar, United Kingdom",http://www.tate.org.uk/art/artists/margery-clinton-919
"Close, Chuck",Male,born 1940,1940,9999,"Monroe, United States",Missing,http://www.tate.org.uk/art/artists/chuck-close-920
"Closterman, John",Male,1660–1711,1660,1711,"Osnabrück, Deutschland","London, United Kingdom",http://www.tate.org.uk/art/artists/john-closterman-8659
"Clough, Prunella",Female,1919–1999,1919,1999,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/prunella-clough-921
"Cluett, Shelagh",Female,1947–2007,1947,2007,"Bournemouth, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/shelagh-cluett-15549
"Coates, George",Male,1869–1930,1869,1930,"Melbourne, Australia","London, United Kingdom",http://www.tate.org.uk/art/artists/george-coates-922
"Cockram, George",Male,1861–1950,1861,1950,"Birkenhead, United Kingdom","Anglesey, United Kingdom",http://www.tate.org.uk/art/artists/george-cockram-923
"Cohen, Bernard",Male,born 1933,1933,9999,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/bernard-cohen-924
"Cohen, Harold",Male,born 1928,1928,9999,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/harold-cohen-925
"Cohen, Lynne",Female,born 1944,1944,9999,"Racine, United States",Missing,http://www.tate.org.uk/art/artists/lynne-cohen-16113
"Coker, Peter",Male,1926–2004,1926,2004,"London, United Kingdom","Colchester, United Kingdom",http://www.tate.org.uk/art/artists/peter-coker-926
"Coldstream, Sir William",Male,1908–1987,1908,1987,"Belford, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-william-coldstream-927
"Coldwell, Paul",Male,born 1952,1952,9999,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/paul-coldwell-2688
"Cole, George Vicat",Male,1833–1893,1833,1893,"Portsmouth, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/george-vicat-cole-99
"Cole, T",Male,Missing,9999,9999,Missing,Missing,http://www.tate.org.uk/art/artists/t-cole-2629
"Coleman, James",Male,born 1941,1941,9999,"Dublin, Éire",Missing,http://www.tate.org.uk/art/artists/james-coleman-2375
"Colescott, Warrington",Male,born 1921,1921,9999,"Oakland, United States",Missing,http://www.tate.org.uk/art/artists/warrington-colescott-928
"Colla, Ettore",Male,1896–1968,1896,1968,"Parma, Italia","Roma, Italia",http://www.tate.org.uk/art/artists/ettore-colla-929
"Collein, Edmund",Male,1906–1992,1906,1992,"Bad Kreuznach, Deutschland",Missing,http://www.tate.org.uk/art/artists/edmund-collein-16339
"Collet, John",Male,c.1725–1780,1725,1780,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-collet-2418
"Collier, Anne",Female,born 1970,1970,9999,"Los Angeles, United States",Missing,http://www.tate.org.uk/art/artists/anne-collier-12039
"Collier, Edward",Male,active 1662–1708,1662,1708,"Breda, Nederland","London, United Kingdom",http://www.tate.org.uk/art/artists/edward-collier-100
"Collier, The Hon. John",Male,1850–1934,1850,1934,"London, United Kingdom","Hampstead, United Kingdom",http://www.tate.org.uk/art/artists/the-hon-john-collier-101
"Collier, Thomas",Male,1840–1891,1840,1891,"Glossop, United Kingdom","Hampstead, United Kingdom",http://www.tate.org.uk/art/artists/thomas-collier-102
"Collings, Samuel",Male,exhibited 1784–1789,1784,1789,Missing,Missing,http://www.tate.org.uk/art/artists/samuel-collings-2486
"Collins, Cecil",Male,1908–1989,1908,1989,"Plymouth, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/cecil-collins-930
"Collins, Charles",Male,c.1680–1744,1680,1744,Missing,"London, United Kingdom",http://www.tate.org.uk/art/artists/charles-collins-103
"Collins, Charles Allston",Male,1828–1873,1828,1873,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/charles-allston-collins-104
"Collins, Elisabeth",Female,1904–2000,1904,2000,"Yorkshire, United Kingdom",Missing,http://www.tate.org.uk/art/artists/elisabeth-collins-2405
"Collins, Hannah",Female,born 1956,1956,9999,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/hannah-collins-2363
"Collins, Phil",Male,born 1970,1970,9999,"Runcorn, United Kingdom",Missing,http://www.tate.org.uk/art/artists/phil-collins-5468
"Collins, William",Male,1788–1847,1788,1847,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-collins-105
"Collinson, James",Male,1825–1881,1825,1881,"Nottinghamshire, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/james-collinson-2214
"Collishaw, Mat",Male,born 1966,1966,9999,"Nottingham, United Kingdom",Missing,http://www.tate.org.uk/art/artists/mat-collishaw-2588
"Colman, Samuel",Male,1780–1845,1780,1845,Missing,"London, United Kingdom",http://www.tate.org.uk/art/artists/samuel-colman-or-coleman-106
"Colone, Adam de",Male,?1572–1651,1572,1651,"Edinburgh, United Kingdom",Missing,http://www.tate.org.uk/art/artists/adam-de-colone-16205
"Colquhoun, Ithell",Female,1906–1988,1906,1988,"Shillong, Bharat",Missing,http://www.tate.org.uk/art/artists/ithell-colquhoun-931
"Colquhoun, Robert",Male,1914–1962,1914,1962,"Kilmarnock, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/robert-colquhoun-932
"Colton, William Robert",Male,1867–1921,1867,1921,"Paris, France","Kensington, United Kingdom",http://www.tate.org.uk/art/artists/william-robert-colton-933
"Colverson, Ian",Male,born 1940,1940,9999,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/ian-colverson-2270
"Colvin, Calum",Male,born 1961,1961,9999,"Glasgow, United Kingdom",Missing,http://www.tate.org.uk/art/artists/calum-colvin-13197
"Conder, Charles",Male,1868–1909,1868,1909,"London, United Kingdom","Virginia Water, United Kingdom",http://www.tate.org.uk/art/artists/charles-conder-934
"Connard, Philip",Male,1875–1958,1875,1958,"Southport, United Kingdom","Twickenham, United Kingdom",http://www.tate.org.uk/art/artists/philip-connard-935
"Consagra, Pietro",Male,1920–2005,1920,2005,"Mazara del Vallo, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/pietro-consagra-936
"Consemüller, Erich",Male,1902–1957,1902,1957,Deutschland,Missing,http://www.tate.org.uk/art/artists/erich-consemuller-16340
"Constable, George",Male,1792–1878,1792,1878,"Hampstead, United Kingdom","Saint John's Wood, United Kingdom",http://www.tate.org.uk/art/artists/george-constable-107
"Constable, John",Male,1776–1837,1776,1837,"Suffolk, United Kingdom","Hampstead, United Kingdom",http://www.tate.org.uk/art/artists/john-constable-108
"Constable, Lionel Bicknell",Male,1828–1887,1828,1887,"Hampstead, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/lionel-bicknell-constable-109
Constant,Male,1920–2005,1920,2005,"Amsterdam, Nederland",Missing,http://www.tate.org.uk/art/artists/constant-constant-a-nieuwenhuys-937
"Cook, Barrie",Male,born 1929,1929,9999,"Birmingham, United Kingdom",Missing,http://www.tate.org.uk/art/artists/barrie-cook-938
"Cook, Richard",Male,born 1947,1947,9999,"Cheltenham, United Kingdom",Missing,http://www.tate.org.uk/art/artists/richard-cook-9357
"Cook, William, of Plymouth",Male,exhibited 1877–1879,1877,1879,Missing,Missing,http://www.tate.org.uk/art/artists/william-cook-of-plymouth-2487
"Cooke, Edward William",Male,1811–1880,1811,1880,"London, United Kingdom","Groombridge, United Kingdom",http://www.tate.org.uk/art/artists/edward-william-cooke-110
"Cooke, Jean",Female,1927–2008,1927,2008,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/jean-cooke-jean-bratby-2603
"Cooke, Nigel",Male,born 1973,1973,9999,"Manchester, United Kingdom",Missing,http://www.tate.org.uk/art/artists/nigel-cooke-6788
"Cooper, Abraham",Male,1787–1868,1787,1868,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/abraham-cooper-111
"Cooper, Austin",Male,1890–1964,1890,1964,"Manitoba, Canada",Missing,http://www.tate.org.uk/art/artists/austin-cooper-939
"Cooper, George",Male,exhibited 1792–1830,1792,1830,Missing,Missing,http://www.tate.org.uk/art/artists/george-cooper-2563
"Cooper, Gerald",Male,1899–1971,1899,1971,Missing,Missing,http://www.tate.org.uk/art/artists/gerald-cooper-940
"Cooper, Richard, Junior",Male,c.1740–c.1814,1740,1814,"Edinburgh, United Kingdom",Missing,http://www.tate.org.uk/art/artists/richard-cooper-junior-2419
"Cooper, Samuel",Missing,1609–1672,1609,1672,Missing,Missing,http://www.tate.org.uk/art/artists/samuel-cooper-3807
"Cooper, Thomas Joshua",Male,born 1946,1946,9999,"San Francisco, United States",Missing,http://www.tate.org.uk/art/artists/thomas-joshua-cooper-4744
"Cooper, Thomas Sidney",Male,1803–1902,1803,1902,"Canterbury, United Kingdom",Missing,http://www.tate.org.uk/art/artists/thomas-sidney-cooper-112
"Coplans, John",Male,1920–2003,1920,2003,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/john-coplans-2353
"Copley, John Singleton",Male,1738–1815,1738,1815,"Boston, United States",Missing,http://www.tate.org.uk/art/artists/john-singleton-copley-113
"Copley, William N.",Male,1919–1996,1919,1996,"New York, United States",Missing,http://www.tate.org.uk/art/artists/william-n-copley-941
"Coppola, Horacio",Male,1906–2012,1906,2012,"La Plata, Argentina","Buenos Aires, Argentina",http://www.tate.org.uk/art/artists/horacio-coppola-15617
"Corbet, Matthew Ridley",Male,1850–1902,1850,1902,"Lincolnshire, United Kingdom","Saint John's Wood, United Kingdom",http://www.tate.org.uk/art/artists/matthew-ridley-corbet-114
"Corbould, Richard",Male,1757–1831,1757,1831,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/richard-corbould-2488
"Cordell, Magda",Female,1921– 2008,1921,2008,Magyarország,"Buffalo, United States",http://www.tate.org.uk/art/artists/magda-cordell-2392
"Cordery, Don",Male,born 1942,1942,9999,"Hampshire, United Kingdom",Missing,http://www.tate.org.uk/art/artists/don-cordery-942
"Corinth, Lovis",Male,1858–1925,1858,1925,"Gvardeysk, Rossiya","Zandvoort, Nederland",http://www.tate.org.uk/art/artists/lovis-corinth-943
"Corker, Douglas",Male,1939 – 2012,1939,2012,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/douglas-corker-944
"Corneille, Guillaume",Male,born 1922,1922,9999,"Liège, België",Missing,http://www.tate.org.uk/art/artists/guillaume-corneille-945
"Cornell, Joseph",Male,1903–1972,1903,1972,"Nyack, United States","Flushing, United States",http://www.tate.org.uk/art/artists/joseph-cornell-946
"Cosway, Richard",Male,1742–1821,1742,1821,"Devon, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/richard-cosway-2315
"Cotes, Francis",Male,1726–1770,1726,1770,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/francis-cotes-115
"Cotman, John Joseph",Male,1814–1878,1814,1878,"Great Yarmouth, United Kingdom","Norwich, United Kingdom",http://www.tate.org.uk/art/artists/john-joseph-cotman-2710
"Cotman, John Sell",Male,1782–1842,1782,1842,"Norwich, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-sell-cotman-116
"Cotman, Miles Edmund",Male,1810–1858,1810,1858,Missing,"Norwich, United Kingdom",http://www.tate.org.uk/art/artists/miles-edmund-cotman-2489
"Cottingham, Robert",Male,born 1935,1935,9999,"Brooklyn, United States",Missing,http://www.tate.org.uk/art/artists/robert-cottingham-947
"Couderc, Gabriel",Male,1905–1994,1905,1994,"Sète, France",Missing,http://www.tate.org.uk/art/artists/gabriel-couderc-948
